Timestamp,Age,Industry,Functional area of job,Job title,Additional context,Annual salary,Additional monetary compensation,Currency,Currency - other,Income - additional context,Country,State,City/region,Remote or on-site?,Unionized?,Years of experience,Years in field,Highest level of education,Gender,Race,Disabled?
4/8/2025 17:32:08,65 or over,Nonprofits,Grant management,"Director, Grants and Institutional Funding",,71750,0,USD,,,United States,New Mexico,Santa Fe,On-site,No,21-30 years,21-30 years,Master's degree,Woman,White,No
4/8/2025 17:32:20,35-44,Government & Public Administration,Government & Public Administration,Principal Management Analyst,,85000,,USD,,,United States,Minnesota,Saint Paul,Hybrid,Yes,8-10 years,8-10 years,Master's degree,Non-binary,White,Yes
4/8/2025 17:32:44,35-44,"Galleries, Libraries, Archives & Museums",Administration,Library Director,,107009,0,USD,,,United States,Massachusetts,Boston,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 17:33:21,35-44,Green/Renewable Energy,Computing or Tech,Records management analyst,,100000,,CAD,,,Canada,,Montréal ,Hybrid,Yes,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 17:34:01,25-34,Government & Public Administration,Property or Construction,Project manager ,,72000,,USD,,,United States,New York,New York City,Hybrid,Yes,2-4 years,2-4 years,Bachelor's degree,Woman,White,Not sure / it's complicated
4/8/2025 17:34:12,65 or over,Real Estate Investments,Investor,President,,275000,0,USD,,,United States,California,Palm Springs,Other/it's complicated,No,41 years or more,21-30 years,Bachelor's degree,Man,White,No
4/8/2025 17:34:31,35-44,Computing or Tech,Business or Consulting,Director of Operations,,87500,0,GBP,,,United Kingdom,,London,Fully remote,No,21-30 years,8-10 years,Bachelor's degree,Woman,White,No
4/8/2025 17:35:24,45-54,Transport or Logistics,Recruitment or HR,UK Payroll Manager,"We operate in multiple countries, each with its own payroll manager ",48789,180,GBP,,,United Kingdom,,"Swindon, England ",On-site,No,21-30 years,5-7 years,Some college,Woman,White,No
4/8/2025 17:35:40,35-44,Nonprofits,Government Affairs & Lobbying,Director of Advocacy and Engagement,,150000,0,USD,,,United States,District of Columbia,"Washington, DC",Fully remote,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 17:36:04,35-44,Banking & Finance,Social Work,Community Development Specialist,"Sponsorships, partnerships, volunteer and scholarship management",84000,2600,USD,,,United States,Oregon,Portland,Fully remote,No,8-10 years,8-10 years,Bachelor's degree,Woman,White,Not sure / it's complicated
4/8/2025 17:36:26,35-44,Manufacturing,Administration,Quality Systems Officer,Administration of the Quality Management System,78785,,NZD,,,New Zealand,,Christchurch,Hybrid,No,21-30 years,21-30 years,Some college,Woman,White,No
4/8/2025 17:36:36,45-54,Law,Law,Paralegal ,,53500,1500,USD,,,United States,Mississippi,Central MS,On-site,No,11-20 years,11-20 years,Associate's degree,Woman,White,No
4/8/2025 17:37:15,35-44,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Reference Librarian ,,74000,0,USD,,,United States,Alaska,Anchorage ,On-site,Yes,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 17:37:36,25-34,Health Care,Health Care,Resident physician,,87000,2500,CAD,,,Canada,,Toronto,On-site,Yes,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,"Middle Eastern or Northern African, White",Not sure / it's complicated
4/8/2025 17:38:12,25-34,Science,Science,Postdoctoral fellow,,69000,0,USD,,,United States,California,San Diego,On-site,No,2-4 years,2-4 years,Doctorate,Woman,White,No
4/8/2025 17:39:20,45-54,Banking & Finance,Banking & Finance,Customer Journey Manager,I review end to end journeys to look for opportunities to improve customer experience and colleague support,60000,0,GBP,,,United Kingdom,,UK,Hybrid,No,21-30 years,21-30 years,Master's degree,Woman,White,No
4/8/2025 17:39:35,35-44,Computing or Tech,Publishing,Production editor,,59540,0,USD,,,United States,North Carolina,Raleigh area,Fully remote,No,2-4 years,2-4 years,Master's degree,Woman,White,No
4/8/2025 17:39:57,35-44,Education (Higher Education),Education (Higher Education),Animal Health Unit Coordinator,Administrator for animal based research ethics,66000,,CAD,,,Canada,,Alberta,Hybrid,Yes,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 17:40:08,35-44,Nonprofits,Accounting,Financial Manager,,75000,,USD,,,United States,Washington,Seattle,Hybrid,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,No
4/8/2025 17:40:15,35-44,Health Care,Health Care,RN,Critical care ,72360,50,USD,,,United States,Michigan,Troy ,On-site,No,11-20 years,2-4 years,Bachelor's degree,Woman,White,No
4/8/2025 17:40:20,35-44,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),High School Teacher,,53000,,USD,,,United States,Connecticut,New Haven Area,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 17:40:33,25-34,Computing or Tech,,Help Desk Technician I,,84000,,USD,,,United States,California,San Francisco,Hybrid,No,5-7 years,5-7 years,Bachelor's degree,Woman,"Asian or Asian American, White",No
4/8/2025 17:40:34,25-34,Nonprofits,Nonprofits,Donor Acquistion Lead,,85000,0,NZD,,,New Zealand,,Auckland,Hybrid,No,8-10 years,5-7 years,Bachelor's degree,Woman,Asian or Asian American,Not sure / it's complicated
4/8/2025 17:40:57,35-44,Nonprofits,Education (Early/Primary/Secondary),Program Manager,,70000,0,USD,,,United States,Washington,Seattle,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 17:41:07,55-64,Insurance,Brand licensee Performance and Compliance,Business Specialist,,78000,8000,USD,,,United States,Texas,Dallas MSA,Fully remote,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,Yes
4/8/2025 17:41:17,35-44,Banking & Finance,Banking & Finance,Assistant Branch Manager,,45000,3300,USD,,,United States,Oregon,Jackson County,On-site,No,11-20 years,5-7 years,Some college,Woman,White,No
4/8/2025 17:41:27,35-44,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Library Clerk,"Clerks are sometimes called Paraprofessionals, we do no need to have a masters in library science",69000,,USD,,,United States,California,Santa Clara County/Silicon Valley,On-site,Yes,11-20 years,5-7 years,Bachelor's degree,Non-binary,White,Not sure / it's complicated
4/8/2025 17:41:52,35-44,Nonprofits,Education (Early/Primary/Secondary),Development Coordinator,mid level nonprofit staff,63000,0,USD,,,United States,Massachusetts,Boston,Fully remote,No,11-20 years,5-7 years,Master's degree,Woman,White,No
4/8/2025 17:41:52,45-54,Science,Science,Assistant Director of Core Facilities ,I work at a University as the assistant director of shared research facilities ,120000,,USD,,,United States,Maryland,Baltimore ,On-site,No,11-20 years,8-10 years,Doctorate,Woman,White,Not sure / it's complicated
4/8/2025 17:41:54,45-54,Health Care,Speech therapy,Speech language pathologist ,,116000,,USD,,,United States,Texas,Dallas,On-site,No,21-30 years,21-30 years,Master's degree,Woman,White,No
4/8/2025 17:42:21,35-44,,Recruitment or HR,"Director, Human Resources","Primarily talent acquisition, employee engagement/retention, employee relations. No benefits or compensation analysis involved in my role.",97000,4000,USD,,,United States,Louisiana,New Orleans,On-site,No,8-10 years,8-10 years,Bachelor's degree,Woman,White,No
4/8/2025 17:42:40,25-34,Computing or Tech,Engineering,Software Engineer,,200000,0,USD,,,United States,New York,NYC,Hybrid,No,8-10 years,5-7 years,Bachelor's degree,Woman,White,Not sure / it's complicated
4/8/2025 17:43:01,35-44,Education (Higher Education),Education (Higher Education),Professor,,68000,20000,USD,,,United States,Iowa,Cedar Rapids,Hybrid,Yes,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Man,White,No
4/8/2025 17:43:35,25-34,Property or Construction,Administration,Estimator,"Food Service Equipment Contracts Estimator, specifically - this is a niche subcontracting division within the construction field",64000,500,USD,,,United States,Arizona,Tucson,Other/it's complicated,No,11-20 years,2-4 years,Some college,Woman,White,Not sure / it's complicated
4/8/2025 17:43:35,35-44,Law,Law,Attorney,,60000,0,USD,,,United States,District of Columbia,Washington,Fully remote,No,21-30 years,11-20 years,"Professional degree (MD, JD, etc.)",Man,White,Yes
4/8/2025 17:43:37,25-34,Education (Higher Education),Computing or Tech,Accessibility Specialist,,67392,4000,USD,,"Additional pay is a emergency stipend for covering a vacant role's essential duties, and expires after one year",United States,California,Fresno,On-site,Yes,5-7 years,2-4 years,Master's degree,Woman,White,No
4/8/2025 17:44:08,45-54,Computing or Tech,Computing or Tech,Director of Cloud Services,,162000,1800,USD,,,United States,Maine,Eastern Maine,Fully remote,No,31-40 years,11-20 years,Some college,Woman,White,No
4/8/2025 17:44:10,55-64,Banking & Finance,Computing or Tech,Operations Manager,,168000,20000,USD,,,United States,Delaware,Wilmington ,Hybrid,No,21-30 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 17:44:14,55-64,Education (Higher Education),Administration,Academic Program Manager,,174000,0,USD,,,United States,California,San Francisco,Fully remote,No,31-40 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White,No
4/8/2025 17:44:21,65 or over,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),Teacher,,125000,0,AUD,,,Australia,,Western NSW,On-site,Yes,41 years or more,41 years or more,Master's degree,Woman,White,No
4/8/2025 17:44:30,35-44,Nanny,Child Care,Nanny,,57200,4500,USD,,,United States,Maryland,Baltimore,On-site,No,11-20 years,11-20 years,Some college,Woman,White,No
4/8/2025 17:45:51,35-44,Law,Law,Principal Associate Solicitor,,85000,,GBP,,,United Kingdom,,West Midlands ,Fully remote,No,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White,No
4/8/2025 17:46:04,35-44,Computing or Tech,Accounting,Finance Manager,,155000,0,USD,,,United States,Arizona,Tucson,Fully remote,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 17:46:10,35-44,Education (Early/Primary/Secondary),Social Work,School counselor,,81000,,USD,,,United States,New Mexico,Albuquerque,On-site,No,11-20 years,8-10 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White",No
4/8/2025 17:46:19,25-34,Government & Public Administration,Accounting,Staff auditor ,,56000,0,USD,,,United States,Texas,Austin ,Other/it's complicated,No,8-10 years,2-4 years,Bachelor's degree,Woman,White,Yes
4/8/2025 17:46:25,55-64,Education (Higher Education),Education (Higher Education),Chair and Instructor,,90000,0,USD,,,United States,Wisconsin,Milwaukee,Fully remote,Yes,31-40 years,31-40 years,Master's degree,Woman,White,No
4/8/2025 17:46:38,35-44,Banking & Finance,Computing or Tech,Senior Software Developer,,169500,,CAD,,,Canada,,"Halifax, Nova Scotia",Fully remote,No,11-20 years,11-20 years,Associate's degree,Woman,White,No
4/8/2025 17:46:43,35-44,Computing or Tech,Computing or Tech,Senior Solution Architect,,140300,5000,USD,,,United States,Ohio,"Dayton, OH",Fully remote,No,21-30 years,21-30 years,Bachelor's degree,Man,White,No
4/8/2025 17:46:53,18-24,Health Care,Science,Graduate Student,,35000,0,USD,,,United States,Arkansas,Little Rock,On-site,No,2-4 years,2-4 years,Bachelor's degree,Woman,White,Yes
4/8/2025 17:46:55,45-54,Computing or Tech,Computing or Tech,Problem Manager,,196000,125000,USD,,,United States,Washington,Seattle,Hybrid,No,21-30 years,8-10 years,Master's degree,Woman,"Asian or Asian American, White",No
4/8/2025 17:46:58,45-54,Business or Consulting,Computing or Tech,Lead Analyst,AI specialization,124675,5700,USD,,,United States,California,Sacramento,Fully remote,No,21-30 years,11-20 years,Master's degree,Woman,White,No
4/8/2025 17:46:59,25-34,Health Care,Computing or Tech,Product Owner,,105000,3000,USD,,,United States,Colorado,Denver,Fully remote,No,8-10 years,8-10 years,Bachelor's degree,Man,White,No
4/8/2025 17:47:01,45-54,Education (Higher Education),Administration,Academic Advisor,,58000,,CAD,,,Canada,,Ontario,Hybrid,No,5-7 years,2-4 years,Bachelor's degree,Woman,White,No
4/8/2025 17:47:02,35-44,Nonprofits,Nonprofits,Sr HR Administrator,,85000,,USD,,,United States,California,Southern California,Fully remote,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 17:47:15,25-34,Biotechnology & Pharma,Engineering,Graduate R&D Engineer ,,35000,500,EUR,,,Ireland,,Munster,On-site,No,1 year or less,1 year or less,Master's degree,Woman,White,No
4/8/2025 17:47:33,25-34,Manufacturing,"Marketing, Advertising & PR",Digital Marketing Manager,,107000,7500,USD,,,United States,Michigan,Grand Rapids,Hybrid,No,5-7 years,5-7 years,Bachelor's degree,Woman,"Asian or Asian American, White",Not sure / it's complicated
4/8/2025 17:47:47,45-54,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),Teacher - Guidance Counsellor,,123000,,CAD,,Salary includes ~$6700 department head allowance,Canada,,Ontario,On-site,Yes,21-30 years,11-20 years,Bachelor's degree,Woman,White,No
4/8/2025 17:47:54,45-54,Government & Public Administration,Government & Public Administration,Manager,manage team of policy analysts,144000,800,CAD,,,Canada,,Ottawa/Gatineau,Hybrid,Yes,21-30 years,11-20 years,Master's degree,Woman,White,Yes
4/8/2025 17:48:16,45-54,Government & Public Administration,Government & Public Administration,City Mail Carrier,,48068,14000,USD,,Additional pay is from overtime ,United States,West Virginia,Charleston ,On-site,Yes,2-4 years,2-4 years,Some college,Woman,White,No
4/8/2025 17:49:25,45-54,Insurance,Insurance,Senior Commercial Lines Underwriter,Commercial property and casualty insurance underwriting ,123600,12000,USD,,,United States,Texas,Houston,Fully remote,No,21-30 years,21-30 years,Bachelor's degree,Woman,White,No
4/8/2025 17:49:38,55-64,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),Teacher,Elementary level,79000,900,USD,,,United States,Maryland,Washington DC area,On-site,Yes,8-10 years,5-7 years,Doctorate,Woman,White,No
4/8/2025 17:49:58,25-34,Manufacturing,Engineering,Staff Process Engineer,,88000,3000,USD,,,United States,Indiana,Lafayette,On-site,No,2-4 years,2-4 years,Bachelor's degree,Woman,"Asian or Asian American, White",Yes
4/8/2025 17:50:00,55-64,Manufacturing,Supply Chain Management,Buyer,,46000,,USD,,,United States,Pennsylvania,South Central PA/Harrisburg Area,On-site,No,21-30 years,21-30 years,Bachelor's degree,Woman,White,No
4/8/2025 17:50:02,35-44,Government & Public Administration,Computing or Tech,Senior Product Manager ,,70000,,GBP,,,United Kingdom,,London ,Hybrid,Yes,11-20 years,8-10 years,Bachelor's degree,Woman,White,No
4/8/2025 17:50:22,35-44,Nonprofits,"Marketing, Advertising & PR",Communications Manager,,82000,5000,USD,,,United States,Colorado,Denver,Hybrid,No,11-20 years,11-20 years,Bachelor's degree,Woman,"Black or African American, Hispanic, Latino, or Spanish origin",No
4/8/2025 17:50:29,35-44,Engineering,Computing or Tech,Principal Cloud Engineer,,150000,50000,USD,,,United States,Illinois,Chicago,Fully remote,No,11-20 years,8-10 years,Master's degree,Man,White,No
4/8/2025 17:50:35,18-24,Education (Higher Education),Science,Staff Research Associate 1,1 is the lowest level in the series and 3 is the highest. This is a junior position.,54080,50,USD,,"Hourly, flexible schedule. I've needed to take significant unpaid leave this year.",United States,California,San Francisco ,On-site,Yes,1 year or less,1 year or less,Bachelor's degree,"Man, Non-binary",White,Yes
4/8/2025 17:50:50,35-44,Education (Higher Education),Education (Higher Education),Professor,I'm an adjunct,33000,0,USD,,This is a rough average because it varies based on work availability ,United States,,New York City,Hybrid,Yes,21-30 years,11-20 years,Master's degree,Other or prefer not to answer,White,No
4/8/2025 17:51:00,35-44,Hospitality & Events,Administration,Executive Assistant to the CEO,,90100,,USD,,,United States,California,Los Angeles,On-site,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,No
4/8/2025 17:51:14,45-54,Transport or Logistics,Regulatory Compliance,Sr DOT Compliance Coordinator,,55702,0,USD,,,United States,Tennessee,Nashville,Hybrid,No,21-30 years,11-20 years,Associate's degree,Woman,White,No
4/8/2025 17:51:16,35-44,Insurance,Insurance,Project Trainer,"Technical training + instructional design for new systems and processes, + overhauling existing training material/ programs",74000,2500,USD,,,United States,New York,Central New York / Syracuse,Hybrid,No,11-20 years,5-7 years,Master's degree,Woman,White,Not sure / it's complicated
